E_HE1,E_LI1,E_C1,E_C2,E_C3,E_N2,E_N3,E_O1,E_O2,E_NE1,E_NE2,E_NA1,E_MG1,E_MG2,E_AL1,E_AL2,E_AL3,E_SI1,E_SI2,E_SI3,E_SI4,E_S1,E_S2,E_S3,E_CA1,E_CA2,E_SC1,E_SC2,E_TI1,E_TI2,E_V1,E_V2,E_CR1,E_CR2,E_MN1,E_FE1,E_FE2,E_FE3,E_CO1,E_NI1,E_CU1,E_ZN1,E_SR1,E_Y1,E_Y2,E_ZR1,E_ZR2,E_NB1,E_MO1,E_RU1,E_BA2,E_LA2,E_CE2,E_PR2,E_ND2,E_SM2,E_EU2,E_GD2,E_DY2,E_VEIL,E_FEH
,0.3,,,,,,,,,,,0.3,,0.05,,,0.19,0.24,,,0.54,,,0.1,,0.34,0.41,0.21,0.09,0.19,,0.3,0.34,,0.25,0.13,,0.25,0.37,,0.34,,,0.34,0.31,,,,,,,,,,,0.5,,,,0.0
,,0.1,,,,,0.06,,,,0.03,0.03,,0.0,,,0.25,0.06,,,,,,0.02,,0.13,0.0,0.06,0.11,0.02,,0.01,0.0,0.06,0.01,0.01,,0.08,0.01,0.09,0.18,,,0.22,0.01,0.08,,0.0,,0.01,0.0,0.15,,0.08,,0.0,,,,0.005464996
,0.3,,,,,,,,,,0.02,0.03,,0.03,,,0.12,0.14,,,,,,0.05,,0.04,0.0,0.09,0.1,0.02,,0.0,0.0,0.15,0.02,0.01,,0.03,0.05,0.07,0.3,,,0.13,0.1,0.08,,0.0,,0.05,0.0,0.17,,0.16,,0.0,,,,0.033982113
,0.21931465,0.05,,,,,,,,,0.47,0.14,,0.04,,,0.18,0.28,,,0.14,,,0.21,0.07,,0.2,0.56,0.11,0.13,,0.37,0.36,0.23,0.25,0.16,,0.5,0.37,0.15,0.06,,,0.56,,,,,,0.22,,0.09,,0.13,,,,,,0.0
,0.20957531,0.07,,,,,,,,,0.69,0.12,,,,,0.18,,,,,,,0.49,,,0.12,0.35,0.23,0.36,,0.53,0.44,0.64,,,,0.55,0.69,0.19,,,,0.49,0.18,,,,,,,,,0.41,,0.06,,,,0.0
,,0.06,,,,,0.12,,,,0.05,0.08,,,,,0.18,,,,,,,0.15,0.09,,0.22,0.01,0.09,0.12,,0.46,0.16,0.14,,,,0.14,0.47,,0.15,,,0.39,,,,,,0.15,,,,,,,,,,0.0
,,,,,,,0.17,,,,0.65,0.65,,0.14,,,0.17,,,,,,,0.89,,0.53,0.26,0.17,0.19,0.13,,0.39,0.7,,0.0,0.0,,0.03,0.06,,,,,,,,,0.0,,,,,,0.47,,0.0,,,,0.0
,0.15807225,0.06,,,,,,,,,0.14,0.07,,0.18,,,0.11,0.31,,,0.0,,,0.24,0.08,0.04,0.09,0.17,0.03,0.04,,0.15,0.16,0.13,0.0,0.0,,0.12,0.18,0.23,0.11,,,0.0,0.05,,,,,0.0,0.0,,,0.31,,,,,,0.08431706
,,0.05,,,,,0.1,,,,0.13,0.2,,0.07,,,0.14,0.1,,,0.0,,,0.18,0.07,,0.27,0.11,0.23,0.2,,0.11,0.19,0.12,0.0,0.0,,0.22,0.1,0.17,0.12,,,0.0,,,,,,0.0,0.0,,,0.23,,,,,,0.0981465
,,0.14,,,,,,,,,0.15,0.24,,0.1,,,0.13,0.17,,,0.25,,,0.18,,0.07,0.12,0.22,0.2,0.21,,0.16,0.33,0.06,0.18,0.21,,0.14,0.24,0.18,0.33,,,0.25,,0.16,,,,0.14,,0.49,,0.36,,0.47,,,,0.06615501
,,0.41,,,,,,,,,0.08,0.13,,0.11,,,0.16,0.36,,,,,,0.15,0.17,0.15,0.24,0.2,0.12,0.24,,0.18,0.19,0.11,0.16,0.21,,0.18,0.23,0.04,0.31,,,0.16,,,,,,0.09,,0.17,,0.34,,,,,,0.062337406
,,0.02,,,,,,,,,0.08,0.09,,0.09,,,0.1,0.08,,,0.17,,,0.16,0.04,0.12,0.1,0.16,0.13,0.15,,0.15,0.17,0.08,0.11,0.12,,0.16,0.16,0.01,0.09,,,0.14,,0.07,,,,0.15,,,,0.45,,,,,,0.06603488
,0.07,0.06,,,,,0.11,,,,0.34,0.07,,0.06,,,0.17,0.08,,,,,,0.26,,0.11,0.22,0.21,0.16,0.15,,0.16,0.21,0.11,0.1,0.17,,0.14,0.24,0.13,0.18,,,0.15,0.19,0.16,,,,0.12,0.16,0.05,,0.16,,0.11,,,,0.06498293
,0.07,0.18,,,,,,,,,0.16,0.11,,0.22,,,0.18,0.34,,,,,,0.17,,0.01,0.18,0.2,0.24,0.21,,0.2,0.2,0.08,0.18,0.19,,0.22,0.25,0.07,0.34,,,0.19,,0.5,,,,0.12,,0.5,,0.23,,,,,,0.06647054
,0.06,0.01,,,,,,,,,0.19,0.25,,0.11,,,0.19,0.28,,,0.22,,,0.16,,0.09,0.15,0.22,0.15,0.19,,0.23,0.18,0.07,0.18,0.18,,0.2,0.26,0.06,,,,0.2,,0.49,,,,0.14,,0.15,,0.55,,0.09,,,,0.066828154
,0.05,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,,,,,,,0.23,0.29,,,,,,,,,,,,,,,,,,,,,,,,0.14180268
,0.06,0.07,,,,,,,,,0.19,0.11,,0.08,,,0.19,0.11,,,,,,0.18,,0.04,0.28,0.25,0.24,0.24,,0.17,0.08,0.14,0.16,0.17,,0.22,0.26,0.12,,,,0.19,,0.43,,,,0.21,,0.16,,0.36,,,,,,0.06703454
,0.06,0.19,,,,,,,,,0.14,0.12,,0.16,,,0.16,0.49,,,0.17,,,0.2,0.05,0.26,0.15,0.2,0.17,0.24,,0.21,0.2,0.14,0.17,0.17,,0.24,0.22,0.19,0.17,,,0.19,,0.07,,,,0.13,,,,0.66,,,,,,0.068342544
,0.07,0.06,,,,,,,,,0.12,0.07,,0.12,,,0.17,0.07,,,,,,0.14,0.05,0.08,0.11,0.16,0.13,0.14,,0.14,0.12,0.13,0.13,0.11,,0.12,0.15,0.07,0.19,,,0.18,,,,,,0.14,,,,0.32,,,,,,0.064424396
,0.05,0.05,,,,,0.12,,,,0.16,0.08,,0.17,,,0.12,0.08,,,0.19,,,0.19,0.17,0.05,0.13,0.18,0.17,0.17,,0.18,0.15,0.14,0.15,0.15,,0.16,0.17,0.12,0.22,,,0.13,,0.14,,,,0.16,,,,0.26,,,,,,0.06327179
,0.1,0.05,,,,,,,,,0.09,0.09,,0.09,,,0.09,0.12,,,0.16,,,0.19,0.12,0.07,0.13,0.18,0.11,0.2,,0.16,0.12,0.06,0.12,0.12,,0.11,0.15,0.05,0.21,,,0.15,,0.01,,,,0.08,,,,0.41,,,,,,0.06405362
,0.06,0.02,,,,,,,,,0.26,0.06,,0.08,,,0.15,0.05,,,,,,0.14,0.08,0.14,0.21,0.15,0.11,0.14,,0.17,0.12,0.07,0.13,0.11,,0.16,0.18,0.12,0.11,,,0.13,,0.08,,,,0.12,,,,0.29,,,,,,0.06263888
,0.05,0.12,,,,,,,,,0.22,0.22,,0.12,,,0.16,0.11,,,,,,0.2,0.08,0.07,0.18,0.21,0.15,0.2,,0.19,0.14,0.17,0.18,0.18,,0.19,0.21,0.1,0.27,,,0.19,,0.01,,,,0.26,,,,0.38,,,,,,0.06464045
,0.05,0.06,,,,,,,,,0.08,0.16,,0.18,,,0.14,0.1,,,,,,0.21,0.1,0.04,0.14,0.15,0.13,0.17,,0.13,0.2,0.12,0.12,0.12,,0.11,0.15,0.07,0.22,,,0.14,,0.12,,,,0.16,,,,0.48,,0.08,,,,0.06420083
,,0.04,,,,,0.14,,,,0.1,0.07,,0.04,,,0.14,0.1,,,,,,0.17,,0.11,0.18,0.13,0.15,0.15,,0.14,0.17,0.03,0.08,0.13,,0.12,0.17,0.1,,,,0.14,0.1,0.16,,,,0.11,0.03,0.05,,0.2,,0.06,,,,0.06491988
,0.07,0.18,,,,,0.11,,,,0.21,0.08,,0.03,,,0.2,0.03,,,,,,0.19,,0.09,0.19,0.19,0.16,0.11,,0.13,0.21,0.11,0.1,0.16,,0.15,0.22,0.06,0.18,,,0.15,0.15,0.2,,,,0.12,0.05,0.04,,0.16,,0.08,,,,0.064806044
,0.07,0.03,,,,,,,,,0.68,0.17,,0.12,,,0.27,0.47,,,0.26,,,0.15,0.19,0.04,0.18,0.22,0.24,0.2,,0.22,0.13,0.15,0.16,0.23,,0.2,0.26,0.2,0.34,,,0.2,,,,,,0.15,,,,0.02,,,,,,0.066302784
,0.05,0.13,,,,,0.11,,,,0.09,0.12,,0.07,,,0.16,0.08,,,,,,0.18,0.13,0.09,0.12,0.19,0.11,0.19,,0.16,0.1,0.11,0.14,0.14,,0.18,0.17,0.16,0.12,,,0.16,,0.1,,,,0.2,,,,0.46,,,,,,0.06400517
,0.3,0.21,,,,,,,,,0.05,0.1,,0.09,,,0.11,0.35,,,0.2,,,0.17,0.1,0.09,0.17,0.2,0.19,0.15,,0.29,0.26,0.1,0.14,0.17,,0.17,0.25,0.08,,,,0.17,,0.19,,,,0.08,,0.09,,0.31,,,,,,0.06702111
,0.06,0.04,,,,,,,,,0.11,0.09,,0.17,,,0.11,0.14,,,,,,0.15,0.06,0.09,0.1,0.16,0.11,0.12,,0.15,0.09,0.13,0.13,0.12,,0.16,0.14,0.09,0.16,,,0.15,,0.14,,,,0.2,,0.11,,0.45,,,,,,0.06460966
,0.06,0.08,,,,,,,,,0.09,0.16,,0.09,,,0.14,0.13,,,,,,0.18,0.025779651,0.01,0.11,0.2,0.19,0.16,,0.13,0.21,0.47,0.15,0.15,,0.11,0.19,0.13,0.02,,,0.15,,0.02,,,,0.18,,0.43,,0.06,,0.41,,,,0.06248749
,0.06,0.03,,,,,0.09,,,,0.05,0.1,,0.14,,,0.09,0.06,,,0.14,,,0.18,0.08,0.05,0.08,0.15,0.13,0.12,,0.12,0.37,0.07,0.1,0.08,,0.16,0.18,0.05,0.33,,,0.12,,0.13,,,,0.08,,,,0.5,,,,,,0.063826196
,0.3,0.08,,,,,0.1,,,,0.11,0.07,,0.12,,,0.11,0.08,,,,,,0.14,0.01,0.09,0.22,0.14,0.12,0.16,,0.15,0.09,0.12,0.11,0.13,,0.15,0.14,0.1,0.11,,,0.17,,0.06,,,,0.2,,,,0.27,,,,,,0.06353812
,0.3,0.04,,,,,0.11,,,,0.06,0.1,,0.09,,,0.13,0.13,,,,,,0.22,0.01,0.09,0.16,0.15,0.13,0.13,,0.12,0.09,0.11,0.13,0.15,,0.12,0.2,0.1,,,,0.11,,0.03,,,,0.1,,,,0.47,,,,,,0.06502656
,0.1,0.09,,,,,0.1,,,,0.19,0.13,,0.19,,,0.17,0.08,,,0.17,,,0.18,0.06,0.06,0.11,0.17,0.09,0.16,,0.16,0.2,0.08,0.16,0.16,,0.14,0.19,0.17,0.2,,,0.17,,0.02,,,,0.19,,0.13,,0.45,,,,,,0.06517409
,0.05,0.05,,,,,,,,,0.09,0.06,,0.1,,,0.15,0.12,,,0.17,,,0.16,0.02,0.04,0.08,0.15,0.11,0.16,,0.15,0.1,0.06,0.12,0.12,,0.15,0.18,0.06,0.02,,,0.12,,0.09,,,,0.16,,,,0.62,,,,,,0.06366667
,0.3,0.12,,,,,0.09,,,,0.08,0.21,,0.12,,,0.11,0.1,,,,,,0.16,0.07,0.06,0.13,0.15,0.13,0.13,,0.19,0.14,0.07,0.12,0.11,,0.13,0.17,0.12,0.2,,,0.16,,0.05,,,,0.13,,0.11,,0.39,,,,,,0.06436665
,0.06,0.03,,,,,0.1,,,,0.1,0.08,,0.13,,,0.14,0.14,,,,,,0.12,0.09,0.09,0.08,0.14,0.12,0.17,,0.14,0.12,0.11,0.12,0.13,,0.13,0.14,0.07,0.12,,,0.1,,0.09,,,,0.16,,,,0.27,,,,,,0.064960085
,0.3,0.02,,,,,,,,,0.06,0.16,,0.17,,,0.13,0.07,,,0.2,,,0.14,0.05,0.07,0.12,0.15,0.15,0.17,,0.14,0.35,0.07,0.14,0.13,,0.18,0.25,0.18,0.06,,,0.15,,0.03,,,,0.17,,,,0.24,,,,,,0.06401116
,0.07,0.15,,,,,0.11,,,,0.05,0.14,,0.11,,,0.18,0.08,,,,,,0.14,0.08,,0.13,0.16,0.14,0.13,,0.16,0.14,0.09,0.12,0.1,,0.13,0.24,0.11,0.15,,,0.16,,0.08,,,,0.2,,,,0.45,,,,,,0.06457485
,0.05,0.06,,,,,,,,,0.08,0.11,,0.12,,,0.1,0.09,,,,,,0.19,0.11,0.08,0.24,0.2,0.22,0.19,,0.23,0.39,0.1,0.15,0.12,,0.1,0.25,0.11,,,,0.16,,0.08,,,,0.12,,,,0.57,,,,,,0.13155223
,0.05,0.02,,,,,,,,,0.05,0.18,,0.2,,,0.13,0.1,,,,,,0.14,0.12,0.03,0.26,0.17,0.13,0.15,,0.15,0.28,0.11,0.13,0.12,,0.1,0.16,0.08,0.03,,,0.12,,0.04,,,,0.13,,,,0.31,,0.09,,,,0.063766465
,0.06,0.07,,,,,,,,,0.06,0.13,,0.09,,,0.15,0.06,,,,,,0.12,0.05,0.06,0.1,0.16,0.14,0.16,,0.13,0.09,0.11,0.13,0.13,,0.16,0.24,0.05,0.13,,,0.13,,0.22,,,,0.16,,,,0.26,,,,,,0.13406347
,0.061251365,0.09,,,,,,,,,0.13,0.12,,0.14,,,0.27,0.01,,,0.22,,,0.12,0.16,0.33,0.13,0.16,0.2,0.17,,0.2,0.25,0.06,0.14,0.17,,0.21,0.22,0.19,0.04,,,0.16,,0.02,,,,0.12,,,,0.48,,,,,,0.061987065
,,0.02,,,,,,,,,0.16,0.12,,0.08,,,0.18,0.1,,,,,,0.18,0.17,0.03,0.21,0.2,0.16,0.19,,0.21,0.21,0.09,0.19,0.19,,0.39,0.2,0.1,0.18,,,0.15,,0.13,,,,0.08,,,,0.04,,,,,,0.06555861
,0.05,0.14,,,,,,,,,0.06,0.15,,0.06,,,0.13,0.09,,,,,,0.15,0.08,0.07,0.12,0.16,0.09,0.18,,0.14,0.14,0.07,0.13,0.11,,0.12,0.19,0.09,0.05,,,0.17,,0.08,,,,0.15,,,,0.39,,0.08,,,,0.10554199
,0.1,0.11,,,,,,,,,0.07,0.12,,0.07,,,0.13,0.1,,,,,,0.12,0.13,0.07,0.09,0.13,0.12,0.12,,0.13,0.11,0.11,0.12,0.14,,0.11,0.21,0.1,0.24,,,0.16,,0.19,,,,0.12,,,,0.54,,,,,,0.06423027
,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.3,,,,,,,,,,0.1,0.07,,0.15,,,0.15,0.62,,,,,,0.48,0.031817503,0.55,0.34,0.23,0.24,0.2,,0.14,0.32,0.01,0.23,0.29,,0.26,0.34,0.7,0.21,,,0.23,,0.21,,,,0.31,,0.73,,0.55,,0.7,,,,0.16195032
,0.06,0.07,,,,,0.09,,,,0.03,0.05,,0.08,,,0.11,0.05,,,0.14,,,0.18,0.08,0.03,0.07,0.16,0.1,0.13,,0.11,0.12,0.07,0.1,0.12,,0.11,0.14,0.12,,,,0.09,,0.01,,,,0.14,,,,0.38,,,,,,0.06543429
,0.06,0.14,,,,,0.12,,,,0.27,0.09,,0.09,,,0.16,0.14,,,0.2,,,0.13,0.02,0.03,0.23,0.26,0.27,0.19,,0.25,0.27,0.08,0.16,0.15,,0.13,0.2,0.11,,,,0.28,,0.05,,,,0.16,,,,0.34,,,,,,0.0658369
,0.05,0.03,,,,,,,,,0.04,0.07,,0.13,,,0.09,0.05,,,0.16,,,0.14,0.04,0.06,0.09,0.13,0.13,0.12,,0.12,0.12,0.11,0.12,0.12,,0.14,0.22,0.02,0.06,,,0.12,,0.05,,,,0.09,,,,0.35,,0.08,,,,0.064041786
,0.05,0.08,,,,,0.09,,,,0.26,0.05,,0.06,,,0.12,0.09,,,0.15,,,0.12,0.14,0.08,0.1,0.13,0.12,0.11,,0.13,0.24,0.09,0.1,0.11,,0.08,0.13,0.05,0.16,,,0.11,,0.04,,,,0.17,,,,0.66,,,,,,0.06492483
,0.07,0.01,,,,,,,,,0.19,0.28,,0.22,,,0.15,0.07,,,,,,0.23,,0.07,0.3,0.3,0.21,0.21,,0.3,0.24,0.22,0.25,0.25,,0.27,0.3,0.01,0.28,,,0.24,,0.14,,,,0.22,,,,0.39,,,,,,0.066789865
,0.05,0.06,,,,,,,,,0.27,0.07,,0.08,,,0.13,0.07,,,0.16,,,0.15,0.09,0.05,0.1,0.16,0.13,0.12,,0.13,0.14,0.09,0.11,0.11,,0.15,0.19,0.04,0.08,,,0.17,,0.07,,,,0.14,,,,0.51,,,,,,0.06418503
,0.3,0.55,,,,,,,,,0.29,0.28,,0.22,,,0.24,0.24,,,,,,0.28,,0.01,0.2,0.23,0.31,0.22,,0.28,0.21,0.24,0.21,0.18,,0.22,0.31,0.25,0.19,,,0.31,,0.1,,,,0.09,,0.49,,0.46,,,,,,0.06484986
,0.05,0.04,,,,,,,,,0.13,0.08,,0.11,,,0.16,0.32,,,,,,0.17,0.02,0.1,0.14,0.17,0.17,0.13,,0.15,0.31,0.07,0.12,0.14,,0.13,0.2,0.04,0.09,,,0.17,,0.02,,,,0.21,,,,0.43,,,,,,0.0635841
,0.07,0.07,,,,,,,,,0.17,0.12,,0.28,,,0.25,0.38,,,,,,0.17,0.16,0.41,0.09,0.22,0.11,0.25,,0.25,0.12,0.1,0.18,0.26,,0.21,0.23,0.09,0.04,,,0.15,,,,,,0.31,,,,0.62,,,,,,0.063663796
,0.3,0.04,,,,,0.08,,,,0.04,0.06,,0.07,,,0.09,0.07,,,0.13,,,0.14,0.08,0.02,0.09,0.12,0.1,0.12,,0.11,0.22,0.05,0.09,0.08,,0.12,0.09,0.07,0.17,,,0.1,,0.02,,,,0.1,,,,0.36,,0.06,,,,0.06482266
,0.05,0.16,,,,,,,,,0.06,0.07,,0.05,,,0.11,0.06,,,,,,0.14,0.04,0.15,0.08,0.13,0.14,0.17,,0.13,0.5,0.08,0.11,0.1,,0.17,0.2,0.03,0.12,,,0.16,,0.08,,,,0.1,,,,0.36,,,,,,0.06396324
,0.05,0.06,,,,,0.09,,,,0.05,0.05,,0.06,,,0.09,0.05,,,,,,0.15,0.09,0.04,0.08,0.12,0.09,0.11,,0.11,0.09,0.1,0.1,0.11,,0.1,0.14,0.07,0.2,,,0.11,,0.14,,,,0.1,,,,0.34,,,,,,0.06499857
,0.05,0.03,,,,,0.1,,,,0.04,0.08,,0.05,,,0.09,0.15,,,0.16,,,0.13,0.01,0.06,0.07,0.13,0.14,0.14,,0.15,0.33,0.09,0.11,0.1,,0.17,0.17,0.04,0.21,,,0.14,,0.04,,,,0.09,,,,0.43,,,,,,0.06498741
,,,,,,,,,,,0.49,0.04,,0.09,,,0.08,0.01,,,,,,0.29,,0.56,0.25,0.27,0.23,0.21,,0.22,0.1,0.04,0.21,0.25,,0.31,0.27,0.71,0.49,,,0.25,,0.26,,,,0.27,,,,0.3,,0.71,,,,0.15423119
,0.05,0.02,,,,,,,,,0.1,0.1,,0.2,,,0.14,0.12,,,,,,0.18,0.16,0.11,0.14,0.18,0.21,0.21,,0.19,0.26,0.13,0.15,0.15,,0.21,0.24,0.08,0.2,,,0.25,,0.04,,,,0.09,,,,0.4,,,,,,0.06485669
,0.3,0.06,,,,,0.1,,,,0.1,0.09,,0.13,,,0.12,0.16,,,,,,0.21,0.04,0.08,0.31,0.15,0.1,0.15,,0.13,0.38,0.12,0.12,0.12,,0.14,0.2,0.13,0.09,,,0.13,,0.01,,,,0.15,,,,0.43,,,,,,0.06568244
,0.06,0.06,,,,,,,,,0.08,0.05,,0.13,,,0.1,0.08,,,0.16,,,0.13,0.08,0.12,0.08,0.15,0.12,0.16,,0.14,0.14,0.07,0.1,0.11,,0.14,0.14,0.09,,,,0.1,,0.08,,,,0.08,,,,0.4,,,,,,0.065649785
,0.07,0.1,,,,,0.11,,,,0.27,0.08,,0.05,,,0.25,0.06,,,,,,0.2,,0.09,0.21,0.19,0.15,0.11,,0.12,0.2,0.11,0.1,0.15,,0.13,0.19,0.11,0.13,,,0.14,0.11,0.15,,,,0.07,0.06,0.03,,0.14,,0.08,,,,0.13097303
,0.05,0.06,,,,,0.09,,,,0.06,0.19,,0.07,,,0.13,0.1,,,,,,0.17,0.11,0.1,0.1,0.14,0.11,0.12,,0.14,0.29,0.09,0.11,0.13,,0.1,0.15,0.03,0.02,,,0.13,,0.06,,,,0.13,,,,0.54,,0.07,,,,0.06516333
,,0.07,,,,,0.11,,,,0.09,0.12,,0.26,,,0.14,0.02,,,,,,0.13,0.09,0.08,0.08,0.16,0.13,0.18,,0.13,0.19,0.08,0.11,0.11,,0.1,0.14,0.06,0.01,,,0.14,,0.19,,,,0.13,,,,0.33,,0.33,,,,0.06353532
,0.05,0.07,,,,,,,,,0.04,0.06,,0.11,,,0.09,0.09,,,,,,0.14,0.07,0.06,0.1,0.15,0.12,0.15,,0.12,0.25,0.09,0.12,0.11,,0.14,0.16,0.09,0.08,,,0.12,,0.03,,,,0.16,,,,0.55,,0.07,,,,0.06501426
,,0.03,,,,,,,,,0.05,0.09,,0.18,,,0.13,0.1,,,,,,0.14,0.11,0.09,0.08,0.15,0.13,0.17,,0.13,0.1,0.1,0.12,0.14,,0.16,0.14,0.19,0.21,,,0.11,,0.12,,,,0.12,,,,0.53,,,,,,0.06426296
,0.07106901,0.22,,,,,,,,,0.05,0.04,,0.07,,,0.08,0.07,,,,,,0.12,0.07,0.05,0.09,0.13,0.11,0.17,,0.12,0.07,0.09,0.09,0.1,,0.1,0.12,0.02,0.19,,,0.12,,0.05,,,,0.13,,0.11,,0.41,,,,,,0.06517732
,0.05,0.04,,,,,,,,,0.1,0.07,,0.07,,,0.09,0.08,,,,,,0.15,0.15,0.04,0.12,0.14,0.14,0.2,,0.11,0.13,0.09,0.11,0.11,,0.13,0.2,0.16,0.03,,,0.17,,0.03,,,,0.16,,,,0.4,,0.07,,,,0.064132966
,0.06,0.04,,,,,,,,,0.09,0.06,,0.2,,,0.18,0.1,,,0.19,,,0.17,0.09,0.03,0.17,0.17,0.09,0.16,,0.13,0.12,0.07,0.12,0.11,,0.12,0.16,0.11,,,,0.13,,0.2,,,,0.12,,0.14,,0.45,,,,,,0.064008094
,0.05,0.11,,,,,0.11,,,,0.21,0.08,,0.02,,,0.26,0.02,,,,,,0.19,,0.09,0.2,0.16,0.16,0.12,,0.11,0.17,0.09,0.1,0.16,,0.14,0.2,0.04,0.37,,,0.14,0.13,0.16,,,,0.12,0.06,0.06,,0.17,,0.08,,,,0.06331891
,0.05,0.03,,,,,,,,,0.08,0.11,,0.04,,,0.17,0.21,,,,,,0.16,0.09,0.2,0.15,0.16,0.15,0.19,,0.2,0.17,0.11,0.13,0.12,,0.16,0.18,0.06,0.12,,,0.18,,0.11,,,,0.14,,0.14,,0.31,,,,,,0.063497044
,0.05,0.05,,,,,0.03,,,,0.19,0.08,,0.02,,,0.14,0.07,,,,,,0.17,,0.1,0.18,0.21,0.14,0.13,,0.13,0.2,0.1,0.07,0.12,,0.1,0.2,0.12,0.14,,,0.14,0.12,0.11,,,,0.14,0.11,0.01,,0.15,,0.08,,,,0.06521316
,0.3,,,,,,,,,,0.33,0.16,,0.21,,,0.17,0.01,,,0.03,,,0.25,,0.02,0.24,0.3,0.12,0.26,,0.2,0.59,,0.34,0.32,,0.34,0.34,0.35,,,,0.34,0.32,,,,,0.16,,0.23,,,,,,,,
,,,,,,,,,,,0.34,0.21,,0.21,,,0.19,0.2,,,,,,0.64,,,0.24,0.33,0.23,0.44,,0.43,0.66,,0.36,0.35,,0.37,0.29,0.92,0.63,,,0.27,,0.15,,,,0.53,,0.95,,,,,,,,
,0.3,0.02,,,,,0.07,,,,0.05,0.09,,0.1,,,0.06,0.03,,,,,,0.14,0.09,0.06,0.17,0.13,0.12,0.15,,0.11,0.37,0.09,0.09,0.09,,0.25,0.18,0.07,0.07,,,0.09,,0.02,,,,0.11,,,,0.35,,,,,,0.06428351
,0.05,0.12,,,,,,,,,0.13,0.2,,0.17,,,0.17,0.09,,,0.17,,,0.2,0.05,0.07,0.11,0.22,0.13,0.17,,0.2,0.11,0.09,0.15,0.14,,0.15,0.18,0.12,0.17,,,0.17,,0.08,,,,0.14,,0.13,,0.19,,,,,,0.1320281
,0.05,0.02,,,,,,,,,0.04,0.06,,0.07,,,0.15,0.24,,,0.16,,,0.16,0.09,0.08,0.11,0.16,0.11,0.13,,0.13,0.18,0.09,0.11,0.13,,0.1,0.16,0.02,,,,0.11,,0.09,,,,0.14,,,,0.48,,0.07,,,,0.06333318
,0.3,0.08,,,,,,,,,0.05,0.22,,0.27,,,0.17,0.08,,,0.2,,,0.14,0.08,0.07,0.17,0.14,0.13,0.14,,0.14,0.09,0.13,0.13,0.14,,0.16,0.18,0.08,0.27,,,0.16,,,,,,0.15,,,,0.24,,,,,,0.060720995
,,,,,,,,,,,0.07,0.15,,0.17,,,0.26,0.23,,,,,,0.19,,0.06,0.34,0.24,0.18,0.14,,0.21,0.27,0.11,0.13,0.15,,0.12,0.24,0.13,0.35,,,0.29,,0.59,,,,0.11,,,,0.15,,,,,,0.06580553
,0.07,0.14,,,,,,,,,0.09,0.1,,0.07,,,0.08,0.22,,,0.21,,,0.14,0.16,0.06,0.11,0.14,0.12,0.15,,0.16,0.12,0.16,0.14,0.16,,0.12,0.14,0.1,,,,0.14,,,,,,0.16,,,,0.49,,,,,,0.063355155
,0.1,0.09,,,,,0.1,,,,0.06,0.08,,0.2,,,0.17,0.05,,,0.16,,,0.14,0.11,0.19,0.1,0.14,0.12,0.12,,0.12,0.16,0.08,0.11,0.09,,0.14,0.12,0.08,0.21,,,0.15,,0.1,,,,0.11,,,,0.38,,,,,,0.06469869
,0.3,0.19,,,,,,,,,0.11,0.09,,0.11,,,0.19,0.07,,,,,,0.1,,0.07,0.14,0.18,0.12,0.16,,0.13,0.17,0.13,0.12,0.13,,0.12,0.17,0.07,0.08,,,0.15,,0.44,,,,0.06,,,,0.15,,,,,,0.06481148
,0.3,,,,,,,,,,0.36,0.35,,0.16,,,0.09,0.02,,,,,,0.09,,,0.21,0.22,0.16,0.22,,0.19,0.05,,0.22,0.25,,0.19,0.22,0.71,0.49,,,0.21,,0.01,,,,0.48,,,,,,,,,,
,0.3,,,,,,,,,,0.18,0.12,,0.09,,,0.09,0.36,,,0.32,,,0.12,,0.47,0.14,0.26,0.13,0.27,,0.2,0.16,0.07,0.23,0.23,,0.26,0.33,,,,,0.21,,0.39,,,,0.22,,,,0.22,,,,,,0.14349137
,0.3,,,,,,,,,,0.08,0.19,,0.04,,,0.09,0.21,,,,,,0.2,,0.52,0.14,0.22,0.11,0.2,,0.18,0.1,0.18,0.18,0.17,,0.14,0.22,0.26,0.46,,,0.35,,0.06,,,,0.37,,,,0.22,,,,,,0.14193438
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
,0.3,0.08,,,,,0.02,,,,0.07,0.12,,0.06,,,0.07,0.04,,,,,,0.0,0.11,0.0,0.0,0.0,0.06,0.0,,0.07,0.1,0.06,0.01,0.01,,0.0,0.01,0.06,0.08,,,0.12,0.13,0.01,,0.0,,0.05,0.0,,,0.1,,0.0,,,,0.028715748
,0.1,,,,,,0.09,,,,0.0,0.02,,0.01,,,0.03,0.02,,,,,,0.0,0.16,0.04,0.13,0.07,0.01,0.02,,0.05,0.08,0.1,0.03,0.04,,0.06,0.03,0.08,0.03,,,0.09,,,,,,0.0,0.0,0.0,,0.09,,0.08,,,,0.024398725
,0.21,,,,,,,,,,0.27,,,,,,0.22,,,,,,,0.52,,0.15,0.29,0.44,0.24,0.17,,0.22,0.17,0.35,,,,0.39,0.62,,,,,,,,,,,,,,,0.02,,,,,,0.0
